Name,Age,Gender,Computer Network,Web Computing,Machine Learning,Data Warehouse and Mining,Statistics,Total,Percentage,Result
Aadhya Sharma,20,Male,87,61,97,89,45,379,75.8,Successful
Shaurya Sharma,20,Female,54,51,87,98,36,326,65.2,Successful
Riya Patel,24,Male,80,49,97,37,100,363,72.6,Successful
Saanvi Patel,23,Female,34,85,97,77,86,379,75.8,Successful
Atharva Shah,21,Male,52,88,43,33,68,284,56.8,Successful
Kabir Shah,20,Female,52,70,69,99,45,335,67,Successful
Shreyansh Patel,21,Female,52,70,74,99,45,340,68,Successful
Sai Sharma,23,Male,33,49,56,69,38,245,49,Successful
Aadhya Patel,23,Male,92,75,34,68,55,324,64.8,Successful
Neha Sharma,19,Female,90,82,97,86,45,400,80,Successful
Pihu Sharma,20,Male,87,77,84,89,45,382,76.4,Successful
Aaryan Sharma,19,Female,51,70,97,89,93,400,80,Successful
Aditya Sharma,21,Female,57,52,97,89,81,376,75.2,Successful
Kabir Patel,24,Female,52,78,97,89,48,364,72.8,Successful
Saanvi Patel,21,Male,52,70,90,89,47,348,69.6,Successful
Shreyansh Patel,19,Male,52,70,97,89,45,353,70.6,Successful
Khushi Sharma,21,Female,71,44,76,37,50,278,55.6,Successful
Vivaan Patel,22,Male,37,98,80,82,78,375,75,Successful
Neha Patel,23,Female,37,70,93,59,45,304,60.8,Successful
Sara Shah,21,Male,99,70,80,86,57,392,78.4,Successful
Krish Patel,20,Female,46,74,47,48,83,298,59.6,Successful
Ansh Sharma,20,Male,52,53,76,89,62,332,66.4,Successful
Jiya Sharma,22,Male,87,58,98,95,74,412,82.4,Successful
Vivaan Shah,24,Male,52,70,50,65,45,282,56.4,Successful
Ishaan Sharma,21,Female,52,47,48,48,45,240,48,Successful
Saanvi Patel,20,Female,47,37,95,38,45,262,52.4,Successful
Aarav Patel,22,Male,34,60,67,100,37,298,59.6,Successful
Aditya Shah,24,Female,58,70,99,89,45,361,72.2,Successful
Shaurya Patel,20,Female,79,91,47,40,61,318,63.6,Successful
Ritik Patel,24,Male,52,97,97,89,90,425,85,Successful
Shaurya Shah,24,Female,52,82,82,52,40,308,61.6,Successful
Aadhya Sharma,24,Female,58,41,97,49,45,290,58,Successful
Myra Shah,23,Female,62,70,97,63,99,391,78.2,Successful
Pranav Patel,22,Female,52,70,79,81,68,350,70,Successful
Vivaan Sharma,22,Female,36,79,70,86,71,342,68.4,Successful
Neha Sharma,20,Male,52,83,97,89,91,412,82.4,Successful
Reyansh Sharma,24,Male,80,38,97,89,45,349,69.8,Successful
Ansh Sharma,22,Female,92,91,97,89,49,418,83.6,Successful
Aaradhya Patel,20,Male,57,83,79,57,63,339,67.8,Successful
Shaurya Sharma,20,Male,71,70,94,89,74,398,79.6,Successful
Aarush Patel,19,Female,74,76,51,89,71,361,72.2,Successful
Aarush Patel,21,Male,65,90,92,41,64,352,70.4,Successful
Arnav Shah,19,Female,81,70,78,60,45,334,66.8,Successful
Atharva Sharma,24,Female,52,70,54,89,69,334,66.8,Successful
Aaryan Sharma,21,Female,36,47,97,88,77,345,69,Successful
Aditya Sharma,23,Female,91,36,87,72,93,379,75.8,Successful
Mohammad Sharma,24,Male,42,89,93,80,42,346,69.2,Successful
Ritik Sharma,23,Male,52,70,95,89,45,351,70.2,Successful
Vivaan Sharma,20,Male,82,70,97,72,94,415,83,Successful
Riya Sharma,19,Male,52,65,97,89,43,346,69.2,Successful
Aditya Sharma,24,Female,36,49,81,89,38,293,58.6,Successful
Sai Sharma,23,Female,52,70,97,76,45,340,68,Successful
Aaradhya Shah,21,Male,52,70,78,73,73,346,69.2,Successful
Advik Shah,21,Female,99,85,78,69,47,378,75.6,Successful
Aarush Shah,21,Male,52,70,33,42,45,242,48.4,Successful
Vivaan Patel,22,Female,88,83,97,58,45,371,74.2,Successful
Arjun Patel,20,Female,33,70,97,96,77,373,74.6,Successful
Ananya Sharma,20,Male,45,71,97,89,90,392,78.4,Successful
Saanvi Patel,21,Female,52,58,97,43,64,314,62.8,Successful
Vivaan Sharma,24,Male,66,100,89,89,94,438,87.6,Successful
Aditi Sharma,22,Female,52,70,97,92,35,346,69.2,Successful
Kian Shah,21,Female,52,84,68,42,65,311,62.2,Successful
Pihu Shah,23,Female,52,71,54,89,45,311,62.2,Successful
Sara Sharma,24,Male,52,70,53,89,84,348,69.6,Successful
Aryan Shah,21,Male,99,49,93,89,97,427,85.4,Successful
Ansh Patel,20,Female,34,47,97,85,45,308,61.6,Successful
Aarush Shah,21,Male,77,33,53,48,63,274,54.8,Successful
Krish Patel,19,Female,52,70,97,97,45,361,72.2,Successful
Shreyansh Patel,23,Female,68,67,70,68,35,308,61.6,Successful
Riya Patel,24,Female,67,40,97,89,45,338,67.6,Successful
Saanvi Patel,23,Male,53,63,72,56,52,296,59.2,Successful
Vihaan Shah,19,Female,55,54,97,95,86,387,77.4,Successful
Aryan Sharma,21,Female,36,80,73,89,45,323,64.6,Successful
Darsh Shah,20,Female,52,70,83,89,45,339,67.8,Successful
Aadi Patel,21,Female,53,76,36,89,54,308,61.6,Successful
Riya Patel,21,Female,48,70,34,89,45,286,57.2,Successful
Aarav Sharma,24,Female,52,100,50,89,91,382,76.4,Successful
Ansh Sharma,20,Female,52,47,44,51,85,279,55.8,Successful
Jiya Sharma,19,Male,99,75,43,89,80,386,77.2,Successful
Neha Patel,23,Female,71,42,41,89,79,322,64.4,Successful
Mohammad Patel,22,Female,52,70,80,90,99,391,78.2,Successful
Ishaan Shah,23,Female,47,39,38,85,45,254,50.8,Successful
Dhruv Shah,24,Male,63,70,97,44,45,319,63.8,Successful
Vihaan Sharma,20,Male,74,70,50,89,45,328,65.6,Successful
Dhruv Shah,23,Female,52,70,85,89,67,363,72.6,Successful
Rudra Patel,24,Female,52,40,97,55,88,332,66.4,Successful
Jiya Shah,24,Male,63,56,68,54,99,340,68,Successful
Shaurya Sharma,20,Female,54,80,97,68,68,367,73.4,Successful
Nandini Sharma,22,Male,52,70,97,89,94,402,80.4,Successful
Krish Sharma,20,Female,48,82,97,68,50,345,69,Successful
Aaradhya Sharma,19,Female,90,93,97,96,92,468,93.6,Successful
Khushi Patel,21,Male,90,81,81,91,45,388,77.6,Successful
Vihaan Patel,21,Female,44,35,73,99,80,331,66.2,Successful
Shreyansh Sharma,19,Male,60,79,97,89,35,360,72,Successful
Pranav Shah,20,Male,88,43,97,43,74,345,69,Successful
Aarush Shah,22,Female,52,70,97,92,45,356,71.2,Successful
Arnav Shah,23,Male,97,77,47,43,45,309,61.8,Successful
Anvi Shah,22,Female,52,71,43,86,75,327,65.4,Successful
Vivaan Sharma,20,Female,81,70,90,67,63,371,74.2,Successful
Neha Shah,22,Male,78,59,97,46,56,336,67.2,Successful
Ishaan Patel,19,Female,47,45,95,77,46,310,62,Successful
Jiya Patel,24,Female,52,48,70,89,33,292,58.4,Successful
Aditya Sharma,20,Male,98,48,67,89,67,369,73.8,Successful
Vivaan Shah,24,Female,52,74,97,44,44,311,62.2,Successful
Ritik Shah,22,Female,52,71,50,84,61,318,63.6,Successful
Rudra Patel,21,Male,78,50,61,79,58,326,65.2,Successful
Khushi Sharma,20,Male,53,70,91,89,36,339,67.8,Successful
Jiya Shah,20,Female,75,99,97,40,86,397,79.4,Successful
Rudra Shah,22,Female,52,70,93,53,72,340,68,Successful
Krish Sharma,24,Female,83,93,40,89,45,350,70,Successful
Ishaan Shah,22,Female,75,70,97,100,78,420,84,Successful
Atharva Shah,21,Female,37,58,44,44,86,269,53.8,Successful
Dhruv Shah,24,Female,52,51,97,90,36,326,65.2,Successful
Ansh Sharma,24,Male,52,59,87,57,77,332,66.4,Successful
Pranav Shah,21,Male,52,70,86,98,36,342,68.4,Successful
Vihaan Shah,23,Female,52,70,51,89,82,344,68.8,Successful
Aaryan Patel,21,Male,52,70,77,61,45,305,61,Successful
Dhruv Shah,22,Male,52,70,40,89,81,332,66.4,Successful
Kian Shah,22,Female,52,70,42,89,45,298,59.6,Successful
Kabir Sharma,21,Female,35,53,97,98,100,383,76.6,Successful
Shreyansh Patel,23,Male,82,70,84,89,52,377,75.4,Successful
Rudra Sharma,24,Male,73,98,97,60,45,373,74.6,Successful
Saanvi Patel,24,Female,75,48,64,80,54,321,64.2,Successful
Sai Sharma,23,Male,52,51,87,86,45,321,64.2,Successful
Dhruv Shah,19,Male,86,100,63,99,90,438,87.6,Successful
Kian Shah,20,Male,86,72,84,60,42,344,68.8,Successful
Nandini Sharma,22,Female,38,71,97,96,45,347,69.4,Successful
Kabir Sharma,22,Female,80,59,46,34,54,273,54.6,Successful
Riya Patel,20,Male,87,70,43,68,45,313,62.6,Successful
Ritik Shah,22,Female,47,70,69,41,50,277,55.4,Successful
Aryan Sharma,21,Female,48,48,97,74,45,312,62.4,Successful
Vivaan Sharma,23,Male,82,54,97,35,39,307,61.4,Successful
Kabir Shah,24,Female,64,70,97,89,45,365,73,Successful
Jiya Sharma,19,Male,38,70,99,89,50,346,69.2,Successful
Neha Sharma,19,Male,67,54,92,93,45,351,70.2,Successful
Aadhya Patel,20,Male,57,70,81,89,65,362,72.4,Successful
Anvi Sharma,19,Male,99,74,73,89,44,379,75.8,Successful
Sai Sharma,21,Male,52,70,97,77,34,330,66,Successful
Myra Patel,20,Female,36,70,97,74,45,322,64.4,Successful
Neha Sharma,20,Female,40,70,90,44,64,308,61.6,Successful
Arjun Sharma,24,Female,40,70,95,89,45,339,67.8,Successful
Kian Sharma,20,Female,42,77,71,44,45,279,55.8,Successful
Nidhi Shah,23,Female,49,70,60,89,88,356,71.2,Successful
Advik Sharma,21,Female,45,77,97,89,45,353,70.6,Successful
Shaurya Shah,20,Female,52,70,97,87,80,386,77.2,Successful
Pihu Sharma,24,Male,82,84,62,43,45,316,63.2,Successful
Jiya Sharma,19,Male,64,92,97,67,52,372,74.4,Successful
Nandini Patel,22,Female,99,70,97,89,87,442,88.4,Successful
Advik Sharma,19,Male,85,97,74,72,41,369,73.8,Successful
Sai Sharma,19,Female,52,92,59,81,45,329,65.8,Successful
Ishaan Patel,19,Female,52,62,57,89,61,321,64.2,Successful
Aditi Shah,23,Male,51,89,89,89,45,363,72.6,Successful
Krish Shah,24,Female,40,70,33,89,45,277,55.4,Successful
Shreyansh Shah,19,Male,52,37,97,89,46,321,64.2,Successful
Arjun Patel,22,Male,52,34,59,36,45,226,45.2,Successful
Aarush Patel,24,Male,48,53,46,89,55,291,58.2,Successful
Pranav Sharma,19,Male,90,40,97,83,60,370,74,Successful
Shaurya Sharma,22,Male,52,70,48,63,64,297,59.4,Successful
Aditi Shah,23,Male,38,42,98,84,45,307,61.4,Successful
Vivaan Sharma,23,Female,52,93,87,59,85,376,75.2,Successful
Nandini Shah,19,Female,52,70,36,53,45,256,51.2,Successful
Aarush Patel,22,Female,52,70,97,98,47,364,72.8,Successful
Atharva Patel,22,Male,75,51,65,53,63,307,61.4,Successful
Kabir Sharma,19,Male,40,100,65,89,72,366,73.2,Successful
Anvi Shah,22,Male,63,70,62,91,45,331,66.2,Successful
Ishaan Shah,24,Male,52,35,86,64,93,330,66,Successful
Aarush Sharma,19,Female,52,84,97,65,78,376,75.2,Successful
Ritik Shah,21,Male,80,66,94,98,64,402,80.4,Successful
Advik Sharma,21,Male,88,70,34,89,44,325,65,Successful
Aarav Sharma,19,Female,98,70,47,55,41,311,62.2,Successful
Riya Shah,20,Female,57,70,77,91,40,335,67,Successful
Pranav Shah,20,Male,52,44,97,89,66,348,69.6,Successful
Vivaan Sharma,19,Female,82,53,99,80,66,380,76,Successful
Aarush Sharma,21,Male,52,50,97,94,45,338,67.6,Successful
Aarush Sharma,22,Male,84,55,97,44,47,327,65.4,Successful
Pihu Patel,24,Female,52,90,75,96,34,347,69.4,Successful
Arnav Patel,23,Male,43,50,97,69,34,293,58.6,Successful
Ritik Shah,20,Female,91,76,97,35,45,344,68.8,Successful
Vihaan Patel,24,Male,97,98,97,79,73,444,88.8,Successful
Nidhi Shah,21,Female,48,63,97,89,39,336,67.2,Successful
Jiya Patel,23,Male,34,71,97,37,69,308,61.6,Successful
Myra Patel,24,Female,41,82,97,57,47,324,64.8,Successful
Vivaan Patel,23,Female,52,78,66,51,45,292,58.4,Successful
Reyansh Patel,24,Male,59,70,97,89,61,376,75.2,Successful
Sara Shah,21,Female,98,53,39,37,36,263,52.6,Successful
Sara Shah,22,Female,88,70,54,89,45,346,69.2,Successful
Aditya Sharma,22,Male,64,70,85,54,45,318,63.6,Successful
Riya Sharma,21,Male,80,55,55,45,96,331,66.2,Successful
Aarav Shah,20,Male,84,70,97,89,65,405,81,Successful
Aarav Sharma,19,Male,52,53,43,67,63,278,55.6,Successful
Riya Sharma,22,Male,84,70,53,62,45,314,62.8,Successful
Darsh Patel,23,Female,52,72,97,64,75,360,72,Successful
Aarush Sharma,19,Male,52,70,71,40,66,299,59.8,Successful
Nidhi Sharma,23,Male,100,88,88,43,45,364,72.8,Successful
Shreyansh Patel,20,Male,52,70,97,89,49,357,71.4,Successful
Dhruv Patel,24,Female,52,64,97,89,45,347,69.4,Successful
Anvi Sharma,22,Female,61,70,35,37,79,282,56.4,Successful
Advik Sharma,24,Male,39,37,97,75,88,336,67.2,Successful
Atharva Sharma,21,Female,55,99,96,65,79,394,78.8,Successful
Ansh Patel,24,Female,52,87,85,97,53,374,74.8,Successful
Aarav Patel,21,Male,91,67,97,100,45,400,80,Successful
Jiya Shah,19,Male,52,71,82,34,45,284,56.8,Successful
Anvi Patel,20,Female,80,70,99,89,45,383,76.6,Successful
Aadi Sharma,21,Female,52,54,68,90,67,331,66.2,Successful
Advik Shah,19,Female,52,66,99,39,45,301,60.2,Successful
Advik Sharma,22,Male,92,70,72,84,35,353,70.6,Successful
Aadhya Shah,19,Female,66,62,85,67,40,320,64,Successful
Ritik Patel,24,Female,49,70,35,45,76,275,55,Successful
Pihu Patel,19,Female,66,70,97,96,51,380,76,Successful
Aaryan Shah,21,Male,80,55,60,57,99,351,70.2,Successful
Myra Shah,23,Female,76,75,97,89,86,423,84.6,Successful
Myra Sharma,21,Female,46,77,69,89,51,332,66.4,Successful
Ansh Shah,21,Female,42,70,97,62,45,316,63.2,Successful
Aarush Shah,19,Male,48,70,58,38,45,259,51.8,Successful
Atharva Sharma,19,Male,63,70,97,34,96,360,72,Successful
Riya Patel,24,Female,69,70,50,98,45,332,66.4,Successful
Mohammad Shah,23,Female,52,70,36,37,42,237,47.4,Successful
Darsh Shah,22,Female,90,35,64,54,88,331,66.2,Successful
Kian Patel,24,Female,86,74,50,89,45,344,68.8,Successful
Sai Shah,20,Female,100,38,86,48,70,342,68.4,Successful
Aditya Patel,22,Male,51,100,97,61,90,399,79.8,Successful
Myra Sharma,22,Male,42,48,35,89,89,303,60.6,Successful
Shreya Sharma,19,Male,94,85,53,82,45,359,71.8,Successful
Sai Shah,23,Male,93,70,68,67,54,352,70.4,Successful
Rudra Sharma,24,Male,96,70,97,52,51,366,73.2,Successful
Myra Shah,24,Female,93,64,87,89,86,419,83.8,Successful
Advik Sharma,22,Male,52,42,83,89,39,305,61,Successful
Myra Sharma,23,Female,93,46,44,89,42,314,62.8,Successful
Aditya Shah,22,Male,52,67,97,64,45,325,65,Successful
Shreya Patel,24,Male,86,95,97,72,66,416,83.2,Successful
Krish Patel,19,Female,100,69,37,66,51,323,64.6,Successful
Khushi Patel,19,Female,41,44,44,89,45,263,52.6,Successful
Pihu Sharma,21,Female,66,52,78,99,45,340,68,Successful
Kabir Shah,19,Female,34,44,66,90,76,310,62,Successful
Ansh Sharma,22,Female,72,36,43,89,37,277,55.4,Successful
Aditi Patel,20,Female,77,70,97,89,45,378,75.6,Successful
Advik Patel,20,Female,59,45,97,64,43,308,61.6,Successful
Dhruv Sharma,23,Male,79,70,52,46,52,299,59.8,Successful
Aadhya Patel,20,Female,51,70,61,89,80,351,70.2,Successful
Vivaan Shah,22,Female,56,64,97,89,45,351,70.2,Successful
Saanvi Sharma,23,Male,97,50,50,89,70,356,71.2,Successful
Ansh Patel,21,Female,52,76,70,55,87,340,68,Successful
Aryan Sharma,19,Female,52,87,97,89,74,399,79.8,Successful
Anvi Shah,21,Male,52,82,97,72,45,348,69.6,Successful
Rudra Shah,21,Female,42,51,83,79,45,300,60,Successful
Aaradhya Patel,20,Female,52,59,91,89,45,336,67.2,Successful
Sai Sharma,19,Male,52,70,63,89,45,319,63.8,Successful
Aditi Shah,24,Male,92,70,93,89,63,407,81.4,Successful
Ansh Shah,20,Female,52,84,41,90,45,312,62.4,Successful
Aayan Shah,21,Female,88,72,81,53,45,339,67.8,Successful
Reyansh Sharma,24,Male,41,70,97,89,86,383,76.6,Successful
Darsh Patel,22,Female,92,46,78,44,45,305,61,Successful
Kian Shah,19,Female,52,70,47,66,61,296,59.2,Successful
Vihaan Sharma,21,Female,80,79,55,46,49,309,61.8,Successful
Aarush Sharma,19,Male,52,59,97,76,67,351,70.2,Successful
Nandini Shah,19,Female,94,52,97,89,39,371,74.2,Successful
Aryan Patel,21,Female,52,70,97,85,84,388,77.6,Successful
Shreya Patel,23,Male,35,70,55,34,50,244,48.8,Successful
Vivaan Patel,23,Female,48,48,80,89,95,360,72,Successful
Atharva Patel,20,Female,44,92,78,89,71,374,74.8,Successful
Aadi Shah,24,Female,90,71,65,89,37,352,70.4,Successful
Neha Sharma,23,Female,94,70,50,51,44,309,61.8,Successful
Atharva Patel,22,Female,52,70,65,79,89,355,71,Successful
Vihaan Shah,20,Female,74,70,46,89,82,361,72.2,Successful
Mohammad Sharma,24,Female,52,37,97,89,68,343,68.6,Successful
Reyansh Patel,24,Female,90,89,33,72,73,357,71.4,Successful
Neha Sharma,19,Female,69,70,97,37,69,342,68.4,Successful
Aaradhya Sharma,21,Female,43,70,40,89,60,302,60.4,Successful
Riya Sharma,22,Female,46,70,97,35,45,293,58.6,Successful
Shaurya Patel,24,Male,79,70,43,57,46,295,59,Successful
Advik Shah,23,Female,77,70,87,58,45,337,67.4,Successful
Aaryan Sharma,22,Male,62,100,72,59,45,338,67.6,Successful
Aditya Shah,24,Female,52,41,66,38,56,253,50.6,Successful
Kabir Shah,24,Male,56,93,100,70,45,364,72.8,Successful
Darsh Shah,23,Female,52,72,72,89,63,348,69.6,Successful
Saanvi Patel,20,Female,34,70,96,76,45,321,64.2,Successful
Ananya Sharma,23,Female,33,74,97,83,52,339,67.8,Successful
Vivaan Sharma,23,Male,93,70,42,86,59,350,70,Successful
Kian Shah,22,Female,58,82,56,48,45,289,57.8,Successful
Riya Sharma,20,Female,37,85,35,44,59,260,52,Successful
Aarush Sharma,22,Female,43,72,97,67,45,324,64.8,Successful
Vihaan Sharma,19,Male,81,67,84,96,86,414,82.8,Successful
Ishaan Sharma,24,Male,95,55,97,89,45,381,76.2,Successful
Vivaan Patel,24,Male,98,84,84,89,43,398,79.6,Successful
Myra Shah,22,Female,94,99,97,82,79,451,90.2,Successful
Sara Patel,21,Male,37,85,97,89,45,353,70.6,Successful
Pranav Shah,23,Female,79,70,46,89,76,360,72,Successful
Sara Sharma,22,Male,52,83,97,89,73,394,78.8,Successful
Ansh Sharma,22,Male,85,70,89,78,45,367,73.4,Successful
Aditya Sharma,24,Female,54,70,37,89,45,295,59,Successful
Aaradhya Sharma,24,Female,56,34,68,89,45,292,58.4,Successful
Aditi Sharma,24,Female,87,70,97,60,96,410,82,Successful
Krish Shah,23,Female,91,62,95,89,94,431,86.2,Successful
Aaradhya Patel,24,Male,77,70,97,76,45,365,73,Successful
Kabir Patel,24,Male,54,70,52,94,48,318,63.6,Successful
Aadi Shah,20,Male,52,75,97,78,40,342,68.4,Successful
Ananya Shah,22,Female,58,52,65,100,45,320,64,Successful
Kian Shah,20,Male,77,88,55,46,51,317,63.4,Successful
Aadi Shah,22,Female,45,52,51,89,45,282,56.4,Successful
Ishaan Sharma,19,Female,97,91,80,74,98,440,88,Successful
Nidhi Patel,20,Female,52,70,46,89,65,322,64.4,Successful
Darsh Patel,22,Female,44,70,41,55,45,255,51,Successful
Aaradhya Sharma,22,Female,52,75,97,89,72,385,77,Successful
Khushi Sharma,20,Female,36,55,62,89,45,287,57.4,Successful
Arjun Shah,24,Female,52,57,97,35,64,305,61,Successful
Aarav Patel,22,Female,99,96,73,89,45,402,80.4,Successful
Aadi Shah,20,Male,88,70,53,62,65,338,67.6,Successful
Ansh Patel,24,Male,41,36,45,38,45,205,41,Successful
Mohammad Sharma,20,Male,36,53,96,89,37,311,62.2,Successful
Nidhi Sharma,20,Female,61,55,60,44,52,272,54.4,Successful
Kabir Sharma,20,Female,63,58,43,89,51,304,60.8,Successful
Shreya Shah,22,Male,52,70,48,89,69,328,65.6,Successful
Aarav Patel,20,Male,53,70,38,36,87,284,56.8,Successful
Nidhi Sharma,22,Female,85,67,95,77,68,392,78.4,Successful
Aryan Patel,22,Male,95,70,72,81,71,389,77.8,Successful
Pihu Shah,21,Female,87,82,97,89,50,405,81,Successful
Ananya Sharma,20,Female,52,75,41,86,92,346,69.2,Successful
Khushi Shah,24,Male,61,79,97,93,80,410,82,Successful
Kian Shah,19,Male,38,33,97,67,92,327,65.4,Successful
Aadhya Patel,24,Male,52,70,51,89,45,307,61.4,Successful
Darsh Shah,19,Female,52,70,45,81,45,293,58.6,Successful
Atharva Patel,21,Male,33,78,58,92,43,304,60.8,Successful
Jiya Patel,19,Female,51,85,35,81,68,320,64,Successful
Arnav Sharma,24,Male,49,59,97,89,78,372,74.4,Successful
Aaradhya Sharma,24,Male,62,49,88,89,42,330,66,Successful
Sai Patel,19,Female,52,70,77,69,82,350,70,Successful
Aayan Shah,21,Female,52,78,97,89,71,387,77.4,Successful
Anvi Sharma,22,Female,33,38,97,95,37,300,60,Successful
Advik Sharma,20,Male,53,52,97,89,45,336,67.2,Successful
Vihaan Patel,24,Male,98,77,97,89,65,426,85.2,Successful
Arnav Shah,19,Male,52,66,59,69,61,307,61.4,Successful
Vivaan Patel,20,Female,86,34,44,89,45,298,59.6,Successful
Krish Sharma,19,Female,52,82,35,70,45,284,56.8,Successful
Arjun Shah,23,Male,52,70,97,40,88,347,69.4,Successful
Vihaan Sharma,24,Male,88,36,63,89,57,333,66.6,Successful
Aadhya Sharma,24,Female,41,55,49,78,63,286,57.2,Successful
Aryan Patel,23,Female,52,84,90,62,45,333,66.6,Successful
Vivaan Sharma,22,Male,34,70,97,89,45,335,67,Successful
Aditi Patel,19,Female,74,37,97,89,93,390,78,Successful
Neha Sharma,20,Male,52,90,85,41,45,313,62.6,Successful
Nandini Shah,22,Male,52,67,86,92,43,340,68,Successful
Aadi Patel,24,Male,68,70,74,89,45,346,69.2,Successful
Aditi Sharma,19,Female,74,68,66,43,69,320,64,Successful
Aditi Shah,24,Female,68,70,45,98,97,378,75.6,Successful
Pranav Patel,23,Male,52,70,98,95,85,400,80,Successful
Jiya Shah,20,Male,52,46,97,51,96,342,68.4,Successful
Rudra Patel,20,Male,51,70,52,96,52,321,64.2,Successful
Jiya Sharma,22,Male,52,70,40,68,66,296,59.2,Successful
Vivaan Patel,24,Male,52,47,85,99,45,328,65.6,Successful
Nidhi Shah,19,Male,61,91,43,60,45,300,60,Successful
Krish Shah,21,Female,52,54,60,89,60,315,63,Successful
Nidhi Patel,20,Male,86,70,53,37,98,344,68.8,Successful
Arjun Sharma,21,Female,35,70,52,56,45,258,51.6,Successful
Aryan Patel,21,Female,52,81,75,35,45,288,57.6,Successful
Aditi Patel,24,Male,52,52,52,46,67,269,53.8,Successful
Shreya Sharma,21,Male,37,70,97,89,85,378,75.6,Successful
Riya Patel,24,Female,52,70,61,67,45,295,59,Successful
Arjun Sharma,19,Female,74,70,44,78,45,311,62.2,Successful
Ananya Sharma,23,Male,76,83,81,89,45,374,74.8,Successful
Ishaan Shah,19,Female,52,70,45,81,94,342,68.4,Successful
Khushi Sharma,22,Male,42,49,35,73,45,244,48.8,Successful
Khushi Sharma,23,Female,52,36,97,89,77,351,70.2,Successful
Aadi Sharma,23,Female,78,35,97,89,46,345,69,Successful
Nandini Shah,23,Male,46,88,33,38,45,250,50,Successful
Aditya Shah,23,Female,52,100,80,48,58,338,67.6,Successful
Aadi Patel,20,Male,85,33,93,100,94,405,81,Successful
